0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
0.0,0.0,1.0892053901288144e-11,0.0,0.0,,2.1886511358942803e-15,0.0,1.3962612475421515e-15,,0.0,0.0,,,0.0,1.7453407242786928e-13,0.0,0.0,0.0,,0.0,1.8005314094530205e-18,2.56821422938614e-15,,0.0,0.0,1.2562575921813514e-17,,0.0,,0.0,,0.0,4.653881008808078e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.6622746500361393e-13,0.0,,,0.0,,1.5371082585001915e-18,0.0,0.0,2.5881163305341366e-20,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.78223696069253e-13,0.0,5.802289319639074e-15,6.743676576661977e-19,0.0,0.0,0.0,0.0,1.2607160286993342e-09,0.0,0.0,0.0,0.0,0.0,0.0,5.584540896197456e-21,0.0,0.0,0.0,,,,,,,0.0,0.0,,9.481375875873325e-17,,0.0,0.0,0.0,0.0,0.0,0.0,1.5412727533839456e-19,,,5.838071665218427e-16,0.0,,4.4001906956064825e-13,,0.0,0.0,,2.3597052166203523e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4194505412891954e-18,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,5.484815406706223e-15,0.0,4.824981497079018e-15,,,0.0,,0.0,0.0,0.0,,2.0031894245170702e-17,,,0.0,0.0,1.504681050636755e-14,1.7782504628572684e-15,4.412066219582278e-14,5.827836643905354e-20,1.8055649298852364e-13,0.0,0.0,1.6107187371658613e-17,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.8063870562149847e-17,8.418488244086304e-18,0.0,0.0,0.0,0.0,5.970115449833695e-14,0.0,4.870594229044364e-16,,0.0,7.408351159283651e-16
0.0,0.0,4.064341642122863e-10,0.0,0.0,,0.0,1.6601524483980863e-18,1.2260252607456284e-13,,5.43617475814889e-16,0.0,,,0.0,1.6974958540253893e-13,0.0,0.0,0.0,,0.0,0.0,1.1892474039675646e-13,,0.0,0.0,1.4453800302679441e-15,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.623019251266627e-16,6.600317428792395e-14,0.0,0.0,,7.003387893551383e-16,0.0,,0.0,,0.0,0.0,0.0,0.0,1.4600115060901053e-13,0.0,,,0.0,,2.0716284584525416e-16,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,,,,0.0,1.2357496451788475e-16,0.0,0.0,,0.0,0.0,0.0,5.158586501417064e-11,0.0,0.0,2.8988340193525e-17,0.0,0.0,0.0,0.0,8.903283478264307e-10,0.0,0.0,0.0,0.0,0.0,0.0,5.442612786995969e-19,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.2060619969903533e-14,,8.383668230114654e-14,0.0,0.0,0.0,0.0,0.0,7.173262590058015e-18,,,5.262158232318389e-14,0.0,,2.1465454380461268e-11,,0.0,0.0,,2.0042800666245164e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.418826563500382e-16,3.807174964547829e-23,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,9.912211092452949e-14,0.0,0.0,,,0.0,,0.0,0.0,0.0,,1.1601642424342075e-15,,,0.0,0.0,1.1440671695707162e-12,1.0491750481682413e-13,5.883909388966979e-14,3.3888924653747982e-18,1.8110519044834167e-11,0.0,0.0,2.2004583250985415e-15,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.346328403790609e-15,9.98868442805909e-16,0.0,0.0,0.0,0.0,8.367825550548828e-14,0.0,5.900094293573875e-14,,0.0,4.469260356797116e-14
0.0,0.0,2.5332589731377686e-08,0.0,0.0,,2.2042869034855333e-13,3.5430738098390456e-16,1.5533349475142762e-11,,3.970763411423551e-14,0.0,,,0.0,1.77624491598063e-11,0.0,0.0,0.0,,7.512575936899374e-09,1.8816048197570006e-16,1.827997950682214e-11,,0.0,3.553999734549379e-11,1.801184639214674e-13,,0.0,,0.0,,1.1913057691831116e-11,3.603298038797193e-09,3.7573760856104177e-11,2.9071790999150036e-11,0.0,2.567397056757991e-12,9.649018011348227e-14,3.868056977109222e-12,7.918687938819706e-12,6.725481130443947e-15,,1.2006904072264777e-13,1.4199588635777157e-13,,0.0,,2.910086773129678e-14,0.0,2.100080780968518e-13,0.0,1.62254537061421e-11,0.0,,,0.0,,3.193794055027444e-14,0.0,0.0,2.9446935405333677e-18,0.0,0.0,,,2.611747776863699e-13,,0.0,0.0,,,2.6022585552977106e-11,,8.660248397194906e-15,,,,0.0,2.085686839985921e-14,0.0,0.0,,0.0,0.0,0.0,4.311793951957637e-09,0.0,8.032889612678257e-13,5.35420358386724e-15,0.0,0.0,0.0,8.676821269392151e-11,1.0566135796081207e-07,3.51454635222373e-13,0.0,0.0,6.369353818199143e-17,0.0,0.0,1.116298121438715e-16,0.0,2.342071900555455e-10,0.0,,,,,,,0.0,0.0,,1.3290674992492608e-12,,6.245938861469791e-12,0.0,0.0,0.0,0.0,0.0,6.390253426174411e-16,,,7.480555488889792e-12,0.0,,1.807921702738611e-09,,0.0,2.5625483570408245e-13,,4.303447537288944e-18,1.6837512281525377e-14,2.2469181996500277e-11,1.1959351392803595e-11,0.0,0.0,5.3242837810163056e-09,0.0,1.5144573749519526e-13,5.778735310730804e-14,6.989407453469398e-21,6.146236660083397e-13,0.0,0.0,,0.0,0.0,0.0,1.6090224430170637e-19,0.0,3.290397557026314e-11,,6.352896971709366e-12,0.0,7.714454512493501e-13,,,0.0,,4.759195941183522e-07,0.0,0.0,,1.4110644587802392e-13,,,1.557410128511078e-13,0.0,1.8240007892940064e-10,1.5139621280054443e-11,4.784794007013528e-12,8.888707122826693e-16,1.846053423376304e-09,0.0,0.0,1.7757820213073793e-13,4.319166305908313e-11,3.84693628765532e-12,0.0,,1.780986810527211e-16,5.4673095924722204e-12,,0.0,0.0,4.526231572129919e-13,1.8588210867937934e-13,0.0,0.0,0.0,0.0,6.0506643603864135e-12,0.0,3.7795601074186955e-12,,8.121848836298255e-19,5.112247610704547e-12
2.8763930476598388e-12,4.64151742694806e-09,2.290256986528379e-06,3.5519393525568738e-12,0.0,,1.6825199684029475e-13,3.628537780150508e-14,5.4022472543925986e-11,,1.0098754995373884e-11,3.4015198669946356e-17,,,8.675935376895148e-09,0.0,0.0,0.0,0.00011303955783634782,,1.2672126235777532e-06,6.639420314184774e-14,1.6960787994402558e-09,,8.585444052753589e-09,3.848189911826373e-09,1.6179032354375284e-13,,0.0,,2.0902917148066076e-08,,1.8459379339828976e-09,6.48116575556146e-07,2.9863104803269813e-07,1.5198619315156066e-11,0.0,3.0329942226821834e-12,1.1316629642556548e-11,0.0,1.5831648347176773e-09,1.81710992235911e-12,,0.0,9.781728469684949e-12,,0.0,,3.701136624773751e-14,0.0,1.7621307739636043e-13,0.0,5.898706558812211e-12,0.0,,,0.0,,1.0119556103928107e-11,0.0,1.9997092000096545e-08,3.218770714043235e-16,0.0,0.0,,,3.7614753352839974e-13,,1.8756553558782518e-09,0.0,,,4.57223496797713e-09,,1.0765184230698369e-12,,,,0.0,4.443198277519998e-12,7.689917009594046e-09,0.0,,0.0,0.0,2.808799553542679e-07,0.0,0.0,7.346836420084598e-11,1.6559798558487852e-12,2.7446143459636452e-11,5.5864612662239346e-11,0.0,1.133770887727917e-10,7.484185326415634e-06,1.8351625921045987e-13,6.106555345394882e-05,0.0,1.7235210898652384e-14,5.403880025148498e-12,4.31031262286027e-17,0.0,0.0,2.0700507948686866e-08,0.0,,,,,,,0.0,0.0,,3.492584378401053e-07,,0.0,7.47414655460136e-16,2.0202008446637775e-14,0.0,0.0,2.6347226141251072e-08,2.3153509191250045e-13,,,8.684260881952922e-10,0.0,,3.5570763674747545e-07,,1.2916369613714839e-11,5.443100867744575e-11,,0.0,2.5019094699270817e-12,0.0,1.6917777884075505e-11,0.0,1.4550977544714015e-09,1.1672545461142888e-09,0.0,1.5345527853719894e-13,1.520944266110701e-11,6.350219979393756e-21,3.7223594237910895e-13,3.1856334674565406e-11,2.6062765147024046e-19,,0.0,0.0,0.0,6.134146484372311e-17,0.0,8.401176176610929e-09,,1.9303975838801105e-09,1.2910784623408895e-09,1.524088269015545e-13,,,5.800613237798929e-14,,6.346425162890405e-05,0.0,1.6423934349802053e-07,,4.973804639576924e-08,,,1.1780166392383585e-11,0.0,4.264048678621743e-10,1.3066909636431438e-11,0.0,6.854081516818612e-16,9.210706524007186e-10,0.0,0.0,8.12214137028033e-14,2.8021792821953055e-11,7.357798363722162e-10,0.0,,5.180001341170408e-14,1.3791785159558186e-11,,0.0,0.0,3.877752513643148e-11,2.7888714255024146e-11,0.0,0.0,0.0,0.0,2.234834172558652e-12,0.0,1.5285465335611505e-12,,0.0,4.339667494858634e-12
1.4211515200473995e-09,1.5352169174691815e-06,0.0,1.8238843387752125e-09,0.0,,5.312848815606078e-11,5.317775499082952e-12,3.64970176615385e-09,,0.0,2.088455978001672e-14,,,1.595040102811418e-06,2.216414586421217e-09,0.0,0.0,1.6869909770568234e-09,,4.6847755549818415e-09,3.420590412092951e-11,2.4778606284380896e-07,,3.7542276098217135e-07,5.883198684688311e-09,4.5648447364617654e-11,,0.0,,6.79229654164152e-08,,4.3441708989872015e-09,2.9790466710439364e-12,8.385113948033952e-09,7.106618782053769e-09,3.5058779903676045e-11,6.523231717258696e-10,4.1826031863045617e-14,8.002481175842652e-10,1.6589186972910494e-09,9.713174214272493e-10,,1.558232089585005e-11,2.6862150140688764e-14,,0.0,,8.916637996744784e-12,7.493964457917876e-11,5.206636853066631e-11,0.0,2.792259136395203e-09,1.818520566417264e-09,,,0.0,,9.713727017403587e-12,0.0,1.6053088714212126e-08,1.961616920294828e-13,0.0,0.0,,,7.303456129573874e-11,,0.0,0.0,,,0.0,,4.876192102250723e-10,,,,1.618593319284918e-11,2.3750104706665486e-09,2.516172775883459e-08,0.0,,0.0,0.0,0.0,3.862311031397242e-07,0.0,9.918235157452822e-16,7.38119359126468e-10,0.0,6.748699891261386e-09,0.0,1.7617913967140086e-08,3.5654680830433114e-09,1.051842496056072e-10,0.0,0.0,5.40796296690686e-12,2.4759943078153017e-09,3.22735845725931e-14,3.449762250114704e-14,0.0,3.152245727509013e-08,0.0,,,,,,,0.0,0.0,,3.289475197460383e-10,,7.350546924987121e-10,2.619773475310413e-13,0.0,0.0,0.0,1.85999534849254e-13,3.406512474735244e-11,,,3.185884199969164e-07,0.0,,0.0,,5.67558945549796e-09,5.3560039935754443e-11,,1.5040942635224213e-15,2.2603886462003468e-17,3.8415456772978764e-09,2.604736165571275e-09,0.0,0.0,4.885789355545324e-07,0.0,4.529864000597001e-11,0.0,2.869819233902212e-18,7.61154247756822e-11,5.168197601181396e-09,1.0958277873089078e-16,,0.0,0.0,0.0,2.1197220296686903e-14,0.0,2.919256557276148e-11,,1.8178189697154282e-09,7.620199895374006e-12,9.326314346267086e-11,,,2.996776819873104e-11,,0.0,0.0,0.0,,3.9122305091244835e-11,,,2.9558135378483093e-09,0.0,3.960167640243826e-08,3.3461185137789405e-09,1.075114001660245e-09,2.3696117440361253e-13,3.4464718886042085e-07,2.0329910414980773e-12,0.0,2.2777324623144007e-11,1.1968501865067128e-08,1.5439995167791667e-07,0.0,,2.1520560799982227e-19,1.143456946268053e-09,,0.0,0.0,3.691835938628532e-11,4.378294605930989e-09,4.0754099322051076e-10,0.0,6.766710862812158e-11,0.0,1.248211481262243e-09,0.0,8.445631770341434e-10,,3.6241626042097943e-16,1.1203416456295947e-09
6.158068854166281e-07,0.00013124975422923658,4.436301213831355e-07,4.61740708653693e-09,4.393084362314023e-09,,8.490127086781159e-09,2.971260858174372e-09,1.5399149444765541e-06,,2.184839333220513e-07,1.2353856783501441e-11,,,0.00011788118874905894,4.500895955143993e-07,1.1530034786951912e-08,4.79694022178145e-07,7.418151694491493e-07,,9.171956564399506e-07,4.4218054929207615e-09,1.3847752174216228e-06,,2.4520422795455834e-06,8.251984813237761e-07,2.4845268613314893e-08,,1.6777007005394155e-08,,1.491846170957844e-05,,8.026562617301004e-07,7.235962664400696e-10,1.211467632549077e-06,1.0226954678727264e-06,1.8343933793714983e-08,2.554146716178374e-07,7.756357831128028e-12,5.372086833572667e-10,6.556560390089219e-07,3.7048841231145575e-07,,4.068399938502663e-09,6.344394389858242e-12,,0.0,,5.095119652106335e-09,2.118548600556526e-08,1.1076302659379832e-08,0.0,5.138171587845323e-07,2.8351530205558955e-07,,,1.24087221798146e-07,,4.812826809067139e-09,7.249832442907349e-09,3.021542961738686e-06,1.1399289502936523e-10,1.1272264576567288e-08,1.2749211986625001e-06,,,1.3744548667948556e-08,,7.260661472881914e-07,1.0442426468294625e-06,,,1.8196342722468985e-07,,2.12240038116218e-07,,,,2.8094675547939193e-09,9.278645734300275e-07,2.5035772787761613e-06,1.6177583250120869e-06,,5.211083198955752e-07,7.184534507802007e-12,5.005575896421792e-07,4.494510869671926e-05,2.5574415681724965e-11,1.6884120976242403e-10,2.8676954663270816e-07,1.2405749979098142e-08,2.796944117457112e-06,8.413917815914187e-11,4.301664897694919e-08,1.4581627895657321e-06,5.502567571515874e-08,2.5271751126011262e-06,6.658114532645467e-10,2.655197530758404e-09,4.2800697323072416e-07,2.4602038026930626e-14,2.2866093628875264e-11,5.248070970034242e-07,7.152632661095038e-06,3.100543615151924e-10,,,,,,,9.025069548370667e-10,6.347594334355672e-11,,1.3543769275961054e-07,,9.393741786692485e-09,1.606422871585661e-10,1.1171862805957983e-11,0.0001159584830960503,4.939206122748169e-07,9.441761245453683e-11,8.860891032593135e-09,,,9.726669793449245e-05,0.0,,1.1650372713070207e-06,,8.662325345240699e-07,2.5195508547489087e-08,,1.1201325467011773e-12,1.0559014124439318e-08,1.6872061012023688e-06,9.713704794227068e-07,1.291789726863055e-07,2.3152058470522203e-08,3.1867763101987533e-06,7.967059364491915e-10,0.0,4.756316068116691e-05,1.3081519232800529e-15,1.982951982602395e-08,1.0171553028389025e-06,8.389120895786858e-14,,2.7662471112434387e-08,1.5234765333420668e-08,1.6619780843385746e-07,6.750586313151993e-12,1.7454115298421249e-06,1.7309196052913396e-08,,2.420869117471494e-07,1.8608637495476967e-09,4.477841296642478e-08,,,9.490473756335617e-09,,7.387639286979655e-13,1.098881455405271e-06,1.9143853238409336e-08,,1.039489948438752e-08,,,1.2558550382163026e-06,6.290245697035864e-09,7.681965195161434e-06,7.164241532447873e-07,4.3449885996370424e-07,1.549340840584301e-10,1.656595285188913e-06,1.756595981205904e-07,1.0491803304282776e-11,1.1691173079195919e-08,2.720873767391278e-06,4.829458382872519e-05,4.375336140067497e-09,,2.989623831431719e-11,4.495915180277305e-07,,3.3273528869127768e-06,0.0,1.8574438714016855e-09,1.3535874794023115e-08,1.9494399306119983e-07,1.4704847585202764e-08,3.3449475003632803e-10,0.0,2.471545049425135e-07,1.8842782510881128e-15,3.4337822233532875e-07,,2.931694362426621e-13,2.5574373665219545e-07
8.932378275067034e-09,0.0003283114899126543,2.240423138822542e-09,7.062546100409454e-07,9.506201717512045e-12,,7.061605332311001e-07,0.0,5.459042359985478e-09,,5.1970248473350844e-09,4.560088810267157e-11,,,0.00013855465041641833,4.31817588620139e-07,3.5069320238564177e-06,6.893933648659804e-07,2.3970636612743346e-06,,9.714574501919334e-07,2.295986960598937e-09,8.249609585318756e-05,,0.00011048468743176655,1.4721581327240285e-06,2.954902383210175e-08,,8.963915701015023e-07,,7.953883598575243e-06,,7.271949016745726e-05,3.849313632896478e-09,8.582790339499728e-05,0.00012181506731023582,5.031376253379965e-06,1.449720005960577e-09,5.545409265403588e-09,3.03618945972655e-07,5.758577284094827e-07,4.645494310635436e-05,,2.5253111338451665e-07,4.206654077846492e-09,,0.0,,4.3401218740497195e-11,1.3061530683789808e-06,3.205217970904671e-09,0.0,3.99319146327705e-09,2.837966235376012e-07,,,6.013411816769039e-10,,3.59182152289024e-08,7.322833518027032e-07,6.7201834107402105e-06,2.4664348361479648e-08,1.658315288973961e-06,1.528834406829225e-08,,,8.845326887384653e-09,,2.1152923092813965e-06,1.0006825305514696e-06,,,1.6880764215057715e-06,,8.47378697175028e-05,,,,9.938471955021197e-09,4.961394063804766e-07,9.602647168278504e-05,1.0601017174642069e-06,,2.1736011586221533e-06,2.4465720074982797e-09,4.986466144881752e-07,7.440514344504164e-07,0.0,3.162893191956482e-08,1.581569197564279e-07,3.1467264318795905e-06,4.73735479105915e-08,7.733448362890826e-09,7.539524023247058e-06,3.659978891001822e-06,9.162420256802099e-08,4.1413564612517565e-07,3.5976550739071253e-07,2.3605343632769706e-09,9.43788502253605e-05,9.93742575199504e-12,1.9141686811771617e-09,4.965013200075654e-07,8.843481195798392e-07,2.96783690953545e-08,,,,,,,5.000296820227605e-07,8.846655463143308e-09,,2.637636527318552e-07,,2.802911908145518e-07,1.7509642988611303e-08,1.5497833215440491e-09,0.00010818378530366487,3.067201326614243e-09,1.1709829199427176e-10,1.2147834137788101e-08,,,0.00011877698415742487,0.0,,0.00011602964118679597,,5.529316629549194e-07,1.3356190388162198e-08,,2.1996819869620447e-10,1.1310339006814039e-09,7.646569297314762e-07,4.972312543123652e-07,1.3227111714765545e-07,5.293623764241271e-07,0.00014548572227168936,2.39433636372646e-07,2.6846077213241056e-08,7.1791200459177755e-09,1.1649019086345348e-12,2.565158107180368e-09,7.104346179627942e-07,7.793846108069117e-14,,1.7833466768481147e-06,2.1539935158871073e-06,5.021919269615997e-07,0.0,6.68957091194426e-05,2.937019186377536e-06,,6.153811669932511e-07,4.949749932658921e-07,2.6985187164868557e-08,,,6.180515068695234e-09,,0.0,1.9089208169324284e-09,2.614265707382857e-06,,1.1119660834200271e-08,,,7.496388986972879e-05,0.0,1.2863415105662843e-05,5.023298216802791e-07,1.464767623039119e-06,2.0565161612681464e-08,0.00011293238607578092,6.220542483537775e-10,5.3770252709690845e-12,3.4546672413598386e-08,4.34930570332428e-10,6.550948147819044e-09,7.809013407354845e-09,,6.68395708750836e-11,5.27672986631364e-07,,2.332938624165527e-09,0.0,1.7148461440406698e-08,1.5732090910076422e-06,1.8014068447110113e-07,8.799902606017084e-09,2.812625916967987e-08,1.738620499654223e-06,1.512363528016082e-11,5.996487758621665e-13,5.587385399445074e-09,,1.2496461811297128e-10,2.8323303118183845e-07
